"1) the product is not spf 100 as the discription says, Its spf 502) its blendable product when applied in layers otherwise it could leave abit of white tint3) the best thing is its alcohol and fragrance free4) perfect for sensitive skin specially5) has all the right ingredients for UVA and UVB protection",bioderma,good,4.6
"Not bad,It covers well but it feels oily.",bioderma,avg,3.6
"This is great! I have roseaca & it, for me, works with it without aggravating it - I had previously been using a cheaper face one but for some reason it suddenly started really making the roseaca burn itchy sore & uncomfortable so I found this referenced on a roseaca forum and gave it a try. The price, mainly because of the postage, did make me eeek a bit but to be fair a little goes a long way & for a work day one application + make up lasts the whole day, although I do not seek out the sun at lunchtime. It does not dry streaky and I found it moisturising enough not to need moisturiser on top. I shall certainly be ordering again.",bioderma,avg,3.5
I use this on my face and neck as a sun protection cream.  I prefer it to normal sun tan lotion and it is factor 50.  I have used it before so this was just a replacement.,bioderma,good,4.9
good,bioderma,good,5
Good coverage. Bit oily however I have combination  skin. Did not use make up on top of as prefer not to in hot climates.,bioderma,avg,3.7
This is a lot lighter on the skin than some 50 spf creams.,bioderma,good,4.7
great and swift delivery - thank you,bioderma,good,5
I bought bioderm a photoderm max cream spf50  to take with me on holiday.  Since I don't go on holiday until 2015 I have not used the cream yet I don't feel I can comment.,bioderma,avg,3.6
gut,bioderma,good,5
Amazing quality product,bioderma,good,5
It is a lovely non greasy sunscreen.  It works well without leaving you feeling sticky even in really hot weather.,bioderma,good,4.7
Just as is.,bioderma,good,4.6
Good,bioderma,good,5
A really good facial sun cream,bioderma,good,4.9
"Great product. Gives good protection,is easy to apply and I'm not allergic to it despite reacting to all other suncreams",bioderma,good,4.8
This product came in a very bad condition,bioderma,bad,3
Good quality,bioderma,good,5
"Bought from seller OEMGenuine. All things are fine regarding Seller and Condition. I would purchase another Laptop from OEMGenuine if I needed to.The Laptop itself is bad. Thinkpad E14 model.There is no CD/DVD Drive, you have to buy an external One if you want to do something as basic as watch DVDs on it now. I guess Computer Manufacturers have decided for Us that ""nobody wants that anymore.""There is no Number Pad. Some people don't care about Number pads, but this Laptop doesn't even give you the Option to ignore it. There just isn't One! You will have to buy an external Number Pad if you want One.There are bright white LED Indicators for Key Locks, and also for the Power Button, and they cannot be disabled. When the Laptop is in Sleep Mode it will slowly pulse its white Light and illuminate the whole Room at Night. Only the Laptop can sleep through this. The LEDs are eyesores even with normal usage. White is an inappropriate color for an LED Indicator on a Laptop.The keyboard has chiclet style Keys in an ""island style"", so they're built into a plastic Frame with individual gaps for each Key, and the Keys rise out of the Gaps. Proponents of this Keyboard Style sometimes say that it helps keep Debris from getting under the Keys. But they are wrong. Debris will get into the Keys unless you are Computing in a Sterile Laboratory, and when Debris does get under one of the Keys you can't pry the Key up to remove the Debris even a little bit, and you can't shoot compressed Air underneath the Key to dislodge it. You will just have to mash the key around and try to crunch the Debris into slightly less intrusive Grit. (Bear in mind that we suggest NOT removing the Keys manually for cleaning - Chiclet Key Retainers love to break when lifted from Above.)Very poor design Decisions made for such an expensive Laptop. It used to be that spending more Money would get you more or better Features. Now it just buys sharper Build Quality and prestigious Brand Name.",Lenovo e14,bad,3.5
"As a teacher in the realm of distance teaching, I have a lot of programs that I need to use at once concurrently with live streaming, so multi-tasking without lag was a must when I bought a new PC.  I've believed in Intel i7 processors for many years now, and 32GB of RAM was my goal.  Even in a matter of a day, my programs are all zooming along at once, as I reinstalled Windows on an NVMe SSD in the m.2 slot near the standard SATA III SSD, which acts as storage in my setup.  I've never had a more potent or quieter laptop!The 14"" display is a perfect size for me, and having the ThinkShutter to block the camera is a big help in terms of privacy.Longevity and durability is always a waiting game, but I believe in how well this PC was crafted.  I recommend this ThinkPad E14 i7/32GB RAM/1 TB SSD setup wholeheartedly.",Lenovo e14,good,4.7
"I was looking for a relatively quiet (low fan noise) laptop that had enough power to run some occasionally heavy load software like simulators or compilers. I also didn't want to pay for a touch screen which I know I'll never use. I detest finger prints on the screen. Although not the fastest machine on the market, this 15W  I5 processor allows the machine to quickly chew through many tough applications and do it quietly. It was delivered ahead of the original estimate and arrived in perfect condition. I'm very happy with the power and size of this machine and would recommend it to anyone looking for a small quiet laptop that looks like it's built to last.",Lenovo e14,good,4.5
"The E14 has lived up to its brand so far. It is excellent all-round, except that it is not touch screen. I an quite satisfied.",Lenovo e14,good,4.7
"light on unnecessary bloatware (maker-installed software)has lots of important port types, such as HDMI, USB (Older) and USB-Cboots to login screen in under 20 secondshas ethernet portblack is sexy",Lenovo e14,good,4.9
Issues with headphones jack.. doesn't work well with iTunes.. you have to plug headphones in first before turning on iTunes for it to work,Lenovo e14,avg,3.9
"Bought to replace a cheapie laptop. I need a good processor for school and work. Set-up was super easy and it was updated. Battery life isn’t anything to write home about, but overall I’m pleased with it.",Lenovo e14,good,4.9
"The Thinkpad E490 by Lenovo is a great computer, very impressed. The keyboard is perfect and a dream to type on. I just got a new larger laptop and my Lenovo, now a backup machine, is still my favorite to type on. If your a writer or do a lot of writing I'd say check out this line of laptops. I would have gotten a new Lenovo 15"" but their 15"" all have a keypad on the keyboard which makes the unit to wide for lap use.",Lenovo e14,good,4.7
"Excellent laptop. Needed 32Gb for local kubernetes development, so far so good. Linux ready.",Lenovo e14,good,5
"I bought the computer in July and in November my HDD died. I consider myself as a normal standard user, I dont change anything in computers settings and mostly use the computer for preparing classes I give.Computer was working pretty nicely until I turned it off and the next morning I got into a boot loop and the system couldnt boot at all. Why? No idea, I didnt do anything special as I did the other days. I took it to the local technical service where I was told that the HDD is somehow damaged and to get at least some of my data it requires a WinLocker password.I immediately contacted OEMGenuine and their technical support. They answered once on my email and didnt provide any asnwer related to the password-protected HDD and since then it's week of silence.I do need help and I kindly ask for it. Please, be a responsible company and let your customers at least know that you are alive and try to solve something.I dont have very expensive computer working, nor my data, nor any response.IT'S FEBRUARY 2021 AND NO ONE ANSWERED! 3 MONTHS! PLEASE BE CAREFUL! SUCH A SHAME!",Lenovo e14,good,4.6
Crashes Frequently. Main reason for sudden shutdown is Kernel Power Event ID 41. Never experience any laptop like this. Very bad performance,Lenovo e14,bad,3.3
"I bought this laptop under the impression it was new, however three months in and randomly the laptop DIES and never shuts back on. I take it to our company's IT and a Lenovo service center and the experts tell me the slated drive has been switched from the original and isn't under warranty. I was completely blown because the product was NOT listed as refurbished and I had work files open during the time it died. I would highly recommend to avoid buying products from this seller.",Lenovo e14,bad,3.2
This a well built computer; easy to use.,Lenovo e14,good,4.5
Computer served its purpose for 14 months. Operating system failed. Purchased new hard drive. Could not update firmware.Disappointed.,Lenovo e14,avg,3.6
"I was surprised at how lightweight this computer is! And a powerhouse, as well. I do graphics work, with multiple movie and sound clips at once, and it handles it really well.",Lenovo e14,good,4.7
Very  Good,Lenovo e14,good,5
"Loving my new laptop. Works fast, screen color is so clear and it’s lightweight. Using it for online classes right now.",Lenovo e14,good,4.8
"Like everything about it, exceeds all my old laptops that I had. Finally able to get work DONE!",Lenovo e14,good,4.9
Exactly what I had ordered! Been waiting a while to save up for it and I’m glad I made the purchase.,Lenovo e14,good,4.7
"I've only had this laptop for a few days but it has been great. Runs fast and does everything I need it to do. We'll see how longevity is and I'll update later if there are issues, but for now I can recommend it as a good purchase.",Lenovo e14,good,5.1
"Terrible product. Slow, outdated, overpriced, graphics lacking, cannot support even basic functionality.",Lenovo e14,bad,3.1
Something is wrong with this laptop. After 5 months replaced motherboard and then 2 weeks later needed to replace again.,Lenovo e14,avg,3.5
"The laptop ran unbelievably slow, even after updating Windows and all drivers. It took upwards of 10 minutes to start up and took about 5 minutes to open any program, even just a simple browser.When I called technical support, they asked me to update Windows and the drivers (I already had done that). After that, they said I'd have to send the laptop in for repairs (a brand new laptop).When I tried to get a refund, they said it was past the 30 day policy (the laptop was purchased by my brother in November and given to me as a Christmas present - it was past the 30 days before I even opened it) and that I couldn't get a refund.I would not recommend this laptop, as it did not work as expected even brand new. Moreover, I wouldn't recommend any Lenovo products as their technical support and customer service is very difficult to work with. I did not feel like I was taken care of as a customer.",Lenovo e14,bad,3.1
Product as described and fast delivery,Lenovo e14,good,4.8
"This think is a super quite powerhouse. I recently had my Alienware 17xR3 stolen and needed another laptop, time for a upgrade anyways. This thing is legit one of the best laptops I have ever owned. Wanted something a bit smaller than the 17in that I had and this laptop is great for the price. Super thin and super light.",Lenovo e14,good,5
"I have owned this laptop for over a year and use it everyday for work. This is an excellent machine for typical business users. The machine has plenty of CPU power, memory, and disk for my needs. It boots Windows 10 fast and I have had zero hardware problems. I really like the Battery Charge Threshold feature. This sets the maximum charge on the battery to 80% which prolongs battery life (not runtime) if the laptop is mostly used while plugged into AC. The screen is clear and crisp. We have kids in college and this is my 4th Lenovo laptop purchase. I have a gaming rig desktop so I cannot say if it runs games but it does run Roblox just fine.",Lenovo e14,good,5
these come with USA power adaptors!  so not useful in AUS,Lenovo e14,good,5
"I recently migrated to Apple after many years using a wide variety of PCs running Windows or Linux. I decided to make that move after Apple's introduction of the M1 processor, which has been proven to be an excellent hardware platform. Now. of course, the M2 has been released, but, depending on your needs, the 2020 Macbook Air with the M1 will save you some money while still delivering outstanding performance and some of the most attractively and perfectly manufactured hardware. You can search the Internet for professional reviews of the Macbook Air, but I feel confident you'll find plenty to verify what I'm saying.The Retina display is beautiful. The sound system is superior to any other laptop I have owned or used. The battery holds up all day under typical use, and I can verify that the battery holds its charge well for at least a week while the notebook is powered off. The Apple OS (Monterey) is smooth and fast, and I was able to learn my way around in it quickly. When you need help, a Google search will yield tons of tips quickly, or you can avail yourself of Apple support.I will say that the Air is a little short on USB ports, lacks a built-in card slot, and, of course, is not equipped with a touchscreen. However, I have run a USB hub from one of the two Thunderbolt ports, and there seems to be enough power to support my flash drives and card readers...even a portable DVD-burner. As far as a touchscreen goes, I have that on a Dell laptop I run Linux on, but I never use it...guess I'm a mouse or touchpad guy.The aluminum housing is beautifully machined and finished, the keyboard has a very nice touch, the battery seems to charge quickly, and the Air is light at under 3 lbs.One last thing! I have been a heavy user of both Google and Microsoft services, and I have found that Apple provides ample support for integrating those services into the Mac environment. I run Google's Backup and Sync and Microsoft's OneDrive with no problems. My AVG subscription allows me to use my antivirus software on both Mac OS and Windows machines.I have no regrets for this purchase. Actually, the Air was my 3rd M1 Mac. I also have an iMac and a Mac Mini. They all work together very well!",macbook pro m1,good,5
"This is my first macbook and thank you for changing the shipping restrictions, I was able to buy one. I am still adjusting with the keyboard and the OS coming from a long time windows user. The battery life is amazing. Better than my windows laptop. Hopefully I can buy the higher specs next time, I don't mind paying the tax. I originally wanted to get the 16gb ram and 1tb storage, but it doesn't ship to my location. And thanks for the fast shipping.",macbook pro m1,avg,4.5
"I have two MacBook Airs (MBA), a 13"" and a 11, both with the previous form factor (the wide, body colored bezel around the screen, 1280x800 resolution) and this new 13"" MBA improves upon it in every way (almost) and makes it nearly perfect.Good:- SCREEN looks great!  2560x1600 resolution is bright and sharp and looks good with the thin black bezel.  I usually don't go above 50% brightness.- KEYBOARD is good.  Some have mentioned that it still sucks, but I find it much better than the older MBAs that I own and better than say, the Magic Keyboard.  Even with a thin silicone keyboard cover I find the typing experience to be much better and I can type faster and with fewer mistakes.- BATTERY LIFE is fantastic.  Haven't done any real testing yet and obviously it depends on a lot of factors (wifi usage, video streaming, HD vs 4k video viewing/processing/etc., screen brightness, type of app being used, etc.) but for my usage (mostly web browsing, video viewing on YouTube, accessing VPN for work (Citrix, EPIC), etc., it has been great.  Easily tops 10 hours and super impressed so far.- LOOKS GREAT.  Love the newer (I know that the actual exterior design is a few years old by now) design, looks and feels great.  Form factor is nice and it is a reasonable weight.- NO FAN.  That's awesome, as it not only stays quiet all the time but you also do not need to worry about blocking any fan vents on the bottom or back of the case while you have it on your lap.  Pretty amazing really for a laptop to have no fans.- PERFORMANCE.  It works great so far on what I have used it for, which is not terribly a lot, but it is what it is for a laptop using Apple silicon for the first time.  For just day to day use and things like Chrome, Office (Word, Excel), Citirx, EPIC, etc., it has been super smooth and fast.  Have not tried gaming yet but do not have high hopes given it is the base model with 7-core GPU.  Also, things like start up are noticeably faster with the M1 versus my 2020 iMac 27"" (top end) with Intel chips.- TOUCH ID is great still.  Works very fast and the button does not get greasy (which makes it not work well) like the old iPhone home buttons.  On the other hand, it should really have Face ID at this point.- APPLE ECOSYSTEM is great as usual and a real reason to get this MBA.  Apple Watch easily unlocks it (so you do not really need Face ID if you have the watch).  You can easily send/receive files using AirDrop or cast using AirPlay.  And so on and so forth.- BIG SUR comes preinstalled but you need to update to get 11.0.1.NOT GOOD:- WEBCAM still sucks.  Still low resolution and just does not look good in FaceTime, Teams, etc.  Shame that Apple is so slow to upgrade webcams on the Macs (the 27"" iMac FINALLY upgraded to 1080p front cams only a couple months ago... I got one and it looks so much better than this MBA's camera).- ONLY 2 PORTS.  Sad that this thing has only 2 USB-C ports (that cover thunderbolt 3, USB 3.1, charging, DisplayPort).  Given that it is used to charge, it leaves only one USB-C port for other use, pretty lame.  I wish they had squeezed (I think it would fit) a USB-A port so that I could plug in my wireless mouse USB-A dongle as I have never liked any bluetooth mouse, or at least one more USB-C port.- NEW TECH (Apple silicon) means the M1-optimized apps are still being rolled out, e.g. Photoshop still not available at release.- BATTERY still cannot be removed, no surprise here, but means that like all Apple mobile tech it will have a useable lifespan determined at least partly by the non-removable battery.  Easier to have an iPhone's battery replaced than a MBA I would imagine but hopefully it maintains a high level of performance for 4 years at the minimum.OVERALL:A few negatives (mostly the webcam) but enough significant improvements that this MBA is really a no-brainer for anyone needing a non-power notebook compute, especially if s/he is already in the Apple ecosystem.  Love it so far!",macbook pro m1,good,4.6
"As many others have shared, the Apple MacBook Air M1 is a great laptop. The display is gorgeous. The keyboard is accurate and smooth. Apple has the best trackpads! Battery life is so good that there is no anxiety over having enough power to finish the day.The setup experience is so good with Apple products. All I had to do was choose my language and connect to wi-fi and then moments later the laptop was ready for me to login.The laptop integrates so well with the other Apple devices. Although I wonder why it wanted my iPhone's lock screen passcode. I am not sure how secure I feel that my iPhone's lock screen password is shared over the air with the laptop... Otherwise the MacBook Air is a great device for consuming content and for light-creative work.",macbook pro m1,good,4.8
"I bought this MBA for my wife for Valentine's Day, and she has been in love with it ever since. She thinks it was the best Vday gift that she has gotten in years, it does everything so well!",macbook pro m1,good,4.6
"I bought this 2020 MacBook Air (8 GB RAM, 256 GB SSD storage) to replace a 2014 MacBook Air (4GB RAM, 256 GB SSD storage).  I am undeniably a fan of Apple products in general, because they work with little fuss and are built to last (note that my old MacBook Air is more than 7 years old and still working perfectly).  Although I've been underwhelmed by some Mac models in recent years, this one is stellar IMHO.  Unless you have very heavy system requirements this machine would be an excellent choice.The M1 processor is very impressive, delivering outstanding performance and power/thermal efficiency simultaneously.  Battery life is every bit as good as advertised; I can charge overnight and use it all day without plugging in.  Connecting USB devices such as external drives will shorten battery life, but that's to be expected.  I love the fanless design, which means the machine is absolutely silent at all times, while the thermal efficiency of the M1 chip allows it to remain amazingly cool.  In use, this computer feels very fast, especially with apps optimized for Apple processors (as MacOS Big Sur is).  Interestingly, Microsoft has been on board early with M1 optimization; the latest Office 365 version is smooth and fast on this machine.  I also tried out MS Edge on my new laptop based on a recommendation from another user and have been so pleased with its speed and efficiency that it's my current default browser.  The touch ID and Apple Pay capability is a welcome addition.The only cons I see are minor in my opinion.  Because RAM is integrated into the M1 processor, post-purchase memory expansion is not possible; if you think you'll need 16 GB of memory that model can be had from the Apple Store.  There has been criticism of the fact that this machine has only two ports, which is fair.  For me that's not insurmountable; I simply use a USB-C hub to provide additional connectivity.  I've read recently that some users have had certain hubs cause problems with their M1 Macs, which appears to be related to battery charging through these hubs.  To be on the safe side I use a built-in port for charging and have had no issues.Reading through the relative handful of critical reviews, it looks to me like most (excluding actual defects, which happen with all products) are based on lack of understanding.  For example, I saw a large number of reviews complaining that this machine ""has NO USB PORTS!!!"", which is patently false.  In fact, its two ports are both USB, they just require a different connector.  What these users are looking for is the old USB-A connectors, which this MacBook does not have; however, that's easily fixed by using a USB-A to USB-C converter cable, or with a USB-C hub.  USB-A peripherals are gradually disappearing as well, in favor of the new connector.All things considered, I really love this machine.  The $899 price (at the time I bought mine) was $100 less than I would have paid at the Apple Store, and I believe I can probably get $200 on eBay for my old MacBook Air (try that with a 7-year-old PC!) leaving me with a total outlay of $699.  Considering that I'll almost certainly get 5 or more years use out of this model, I'm very happy with my purchase and would do it again.",macbook pro m1,good,4.7
"I bought ""used"" but MacBook Air looks NIB (new in box) New for $752.39. I very happy with purchase",macbook pro m1,good,4.5
Decent laoptop but PCs offer greater functionality for the $1K+ price tag. Performance and speed average when considering the price.,macbook pro m1,avg,4.3
Perfect size to carry anywhere!  I love this small laptop. The screen quality is great and touch screen is easy to use!,macbook pro m1,good,4.6
"Took my chance and bought one used off Amazon warehouse deals. It's brand new except the warranty has only a few months left. Can't complain at all! This computer is awesome as I upgraded from 2013 Macbook Pro Retina. It's way faster. But 8GB of ram will be slow at times, and the laptop gets hot during summer months. Also the trackpad has a tendency of dragging instead of clicking when you're clicking around really fast. Like when you're trying to get that hot concert ticket, and you click really fast on Ticketmaster, it drags the text or link instead of clicking on it like it should which causes a second of two of delay. I hope they get this fixed but it's unlikely they will ever notice this. Most people don't use trackpad to click as fast as me.",macbook pro m1,good,4.8
"Light, fast, and intuitive...happy with the product (disclosure: I'm an Apple fan)",macbook pro m1,good,4.5
"Replaced a 10 year old MacBook pro (spinning harddrive, one-hour batter life, spinning beach balls).  Updates are smooth and backing up is seamless.  Able to set it up to limit the tech to just what she needs (right click, what does that do?).  She was very hesitant to get a new computer, as her old one ""works"".  6 months later, she said she wouldn't go back.  Its light with a for-ever battery life.  Thanks, Apple!",macbook pro m1,good,5
Really good,macbook pro m1,good,4.7
I have had this computer for a while now and it has yet to let me down. I love it.I would recommend this as a college student.,macbook pro m1,good,4.8
"I bought this for my wife as I am a PC guy and this is a first impression review.  Like all things Apple, it is nice to look at with a sleek design and the screen that is sharp and clear.  I always read the negative reviews and a lot of folks complained there were no USB ports.  This isn't entirely true, it says it comes with 2 USB C ports and it does.  A simple thumb adapter ($5) is all you need to use a regular USB device.  HOWEVER, I was expected an SD card slot that is not there.  That was disappointing but, again, an adapter can solve that.  My wife loved the fact that almost as soon as she connected to our network, it almost instantly transferred everything from her phone and 10 year old MacBook.  So far, she is pleased with this purchase.  Additional items needed:  Clear protective cover and screen protector $16, adapters $10, MS Office Home for Mac, $149.",macbook pro m1,avg,3.7
New to Apple...So far screen is great.,macbook pro m1,avg,4.5
it arrived very well and quickly,macbook pro m1,good,4.6
"I decided to take a chance with MacOS and the at the time of purchase discounted Macbook Air. At first, I liked it a lot and was very impressed. However, over time, I quickly grew to dislike how strict MacOS is with installing things like an overbearing parent. While I personally didn't find this to be the laptop of choice, I cannot deny the excellent screen, insane battery life and great keyboard. The usage of the Macbook Air is too limited for what I use computers for, but for people with more basic needs or that use productivity apps constantly, it's an excellent selection. It just wasn't the all-rounded I had hoped it would be.",macbook pro m1,good,4.7
"I'm a software developer and I've only used PC for my entire career. I've been using the windows subsystem for Linux and other Unix based shells for work for a long time and I've always had the desire to try development on a Mac.I assumed that it would be like any other Windows machine that's had the OS replaced with Linux, one of my favorite computers was a Lenovo with Ubuntu on it so that's what I expected.I bought a Surface Pro X which has an ARM based processor (ms sq1 chip) so I thought that I knew what to expect, I assumed that it would be frustrating that the majority of the software I used probably wouldn't work correctly but I have to say that Apple did so much better than Microsoft on this one. The M1 chip makes this $1,000 laptop feel like a $2500 laptop. I've only run into one application that couldn't run and the general online community recommended an alternative for me.the most difficult thing for me was getting used to the different keyboard layout but once I did, this laptop has been nothing short of a pleasure to work with and has replaced my Surface laptop 3 as my daily driver and primary software development machine.I might revert to my Surface laptop three if I go back to .NET development in the future but for the general web stuff I typically do, I couldn't ask for a better machine.The battery life is excellent, this laptop feels premium, I have no doubt that this will last me well into the future and it has completely changed my mind about Apple.The biggest downside in my opinion is that I spent a fortune on accessories and peripherals because Apple products tends to exist in their own separate ecosystem which can be a bit frustrating.One thing that everyone should be aware of is that you can't connect this laptop to two separate external displays. I had to get used to One external display and then using a virtual desktop. That is unfortunate because I really liked having three monitors at all times but I haven't found a way to make it work with this machine.Generally speaking, I would recommend this to anybody who's considering it. Unless you are a PC gamer, there's very little that this computer won't excel at. I'd argue that it might be the best quality laptop in this price range by a factor of two, and I have historically been very critical of Apple.",macbook pro m1,good,4.5
"I have had the M1 MacBook Air 13-inch now since December 2020. It has served me so well and has been one of the most reliable laptops I've ever owned. I am originally a PC guy and now work back and forth between Windows OS and Mac OS.When it comes to rendering videos and clips, this does a way better job at 4K resolution compared to my former Alienware 17 inch laptop AND my workplace's gaming desktop!I am pretty happy with the battery life so far. I have been getting 10+ hours of hard real-world usage. I bring a nice USB-C portable battery with me to charge it when I am doing work on the weekends out of town or while on the plane. This thing has not failed me once.8GB of RAM is more than enough for the majority of consumers and is enough for me even though I edit photos and videos all the time. I have not seen any ""throttling"" from the M1 MacBook Air since ownership. I can even open up 30+ tabs on Chrome without issue.256GB storage is enough as long as you have an external storage. I highly recommend investing in getting an SSD or NVMe external storage so transfer speeds are optimal. Otherwise, as long as you are keeping the core hard drive tidy, you won't run into any storage issues.Virtual classes are nice. The webcam quality is crystal clear, and it is noticeably better than most of my peers.My only complaint is that the design is a bit ""outdated"" despite how premium and beautiful it is.Just FYI. I just bought two of these; one for myself and one for my friend who just had a massive upgrade from her ""prehistoric"" 2010 iMac. She was absolutely mindblown by how much faster and better it is compared to the older iMac.Overall, this is a very nice all-around computer laptop for ANY student from K all the way up to the graduate level. Go get this beast of a machine now for $850.",macbook pro m1,good,4.6
"What I love about this sunscreen is that:- Unlike many other products that claim to control oil, this actually makes me less oily and stays matte for a long time- Goes well under a little makeupWhat I hate:- Burns around the eyes, especially when I wash it off- It's very hard to spread and you need time to work it on- sometimes it pills and sticks to baby hairs- Leaves a bit of a white cast. It's not too obvious on my ""light medium"" skin tone but I wouldn't recommend this for tan or deep skin tones",neutrogena,good,4.7
"It works well and doesn't feel greasy or look shiny.  BUT I would not advise using it on your forehead if you'll be sweating (I don't know about swimming) because it WILL run and get in your eyes and it WILL NOT feel good.  Yes, this is true of many sunscreens, but this one seems to be worse than average in this regard.So yes, use it.  It works.  It's good.  But be aware you may need to use a different product above the eyes.",neutrogena,avg,3.6
I was using another system for acne that included sunscreen but it was very ìoilyî. I purchased this as a replacement & I love it!,neutrogena,good,4.9
"Easy spreading, daily use!",neutrogena,good,4.6
"Its a good product, it just has a strange smell .",neutrogena,avg,3.6
"my skin loves this sunscreen, it feels moisturizing and lightweight and itís perfect to wear under makeup!",neutrogena,good,4.8
This sunscreen texture is great for my acne prone skin.,neutrogena,good,4.6
Great for oily skin cuz it absorbs oil well so not very moisturizing.,neutrogena,avg,3.7
This is the only sunscreen that doesnít make me break out!,neutrogena,good,4.6
Does a good job for hours of activity,neutrogena,good,4.5
"Love this sunscreen, it really is non-greasy and doesn't make your face shine.  Amazon had a good price when I bought it.",neutrogena,good,4.9
Love love love,neutrogena,good,4.8
"This sunscreen is definitely not for oily skin, easy to spread but stinks the eye area a little bit. You need to try it first to see if itís really suitable for you. Also it doesnít leave white cast",neutrogena,avg,3.3
Not the worst but I've tried better. Took forever to rub in but definitely made me very dewy and my skin looked amazing. No white or grey cast and no bad scent either! Would recommend I just got tired of rubbing for so long.,neutrogena,bad,3.2
Absolute baseline of a product for the money it wears like a 28$ dollar plus product without the fancy branding. I mix mine with after shave lotion when Iím done shaving.,neutrogena,good,4.5
